X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X1,X2,X3,X4,X5,Label
ATRX,AVEN,BACH2,BAD,BCAP31,BCL2,BCL2L1,BCL6,BIRC3,CARD8,CASP8,CFLAR,CRYBA1,CUL4B,DFFB,DRD2,E2F1,ERP44,FOXO3,FOXO4,GALNS,GLMN,GPER1,GZMB,HDAC2,HDAC9,HTRA1,IFI27,IFIH1,IRF9,IRGM,JUN,KDM5D,KIF11,KPNA1,MCOLN1,MUC20,NFKBIA,NGF,NINJ1,OTULIN,PANX1,PDK4,PIK3CG,PLK1,PPP3CC,PSMB5,PSMB6,PSMC4,PSMD2,PSMD8,PSMF1,PTK2,SIRT3,SLC16A4,TFAP2A,TFDP1,TFDP2,TNFRSF10A,TNFSF13B,TRAF2,TRIM24,UACA,USP25,YWHAG,Label
5.38267723,3.492698273,3.073073594,3.719234557,5.365654757,3.635288945,5.335025528,4.225908563,5.56222586,4.425936118,4.916580957,5.298827517,2.597922557,5.090871577,4.04933867,2.701464659,4.952296022,5.389248644,5.001445329,2.621892965,3.647589475,3.682874356,2.444526726,4.861373563,5.340977024,3.756848512,5.100984527,5.97752791,4.216978254,3.739218908,2.862196654,4.90123387,3.590773159,5.175896414,4.288446487,4.077076917,2.035267289,5.463531417,2.161723595,4.703092002,3.949497793,4.427242901,3.861454851,3.924906379,4.845545378,3.318663875,5.514717238,5.549264226,5.669361443,5.61601644,5.953995319,5.93733427,5.204243594,3.793760893,2.626192904,3.672462163,5.37991168,4.469996349,4.24838694,4.803341232,3.888713894,4.374260288,4.267305217,4.457243342,5.543420336,1
7.135547659,5.099366912,4.086667489,4.982088183,6.861693358,5.052772994,6.448362686,5.964472309,7.385412311,5.655648111,5.7727482,6.722481825,1.026659536,6.769738141,5.406956436,2.505938613,5.603821319,6.53773005,7.310642088,5.797070918,5.30293988,4.710043882,2.943702785,4.845311727,6.603766441,5.561699881,6.095547417,7.066352745,6.04871553,4.794137907,1.733625972,8.008414301,5.758541444,5.663100845,6.113795049,5.218507247,4.140779964,6.742687392,2.935039831,5.717302695,5.454959689,5.492027784,5.989633577,5.661922503,5.135616929,5.364018125,5.943820135,6.109235325,6.321286504,7.10249338,6.484389979,6.549563522,6.454883973,5.122765245,3.96615983,5.471300793,6.577517469,6.465115174,5.577027645,5.949060474,5.163367172,6.724649882,6.253741528,5.928772972,7.172147313,2
6.434272911,4.954392541,4.367517725,4.676971655,6.689661433,5.240163433,6.454972028,5.657873047,6.402346958,5.41061378,5.545079813,6.229708956,1.026659536,6.223214958,4.657295718,2.177619341,4.70860888,6.412722983,6.598483222,4.562817321,5.47126476,4.55265661,3.669318081,5.830249121,6.571718583,4.160582532,6.168666069,6.114357552,5.495846408,4.992113128,1.126208197,6.467246531,0.299554982,5.831894293,5.986677783,4.806842752,2.687287237,6.527061475,3.300401005,5.700248763,5.372656725,5.589203386,5.874298512,5.337472862,5.122980901,5.549977356,6.166416796,6.316608501,6.141593396,7.023598513,6.492932054,6.234379532,6.805820785,4.904739564,4.680442061,5.138974533,6.511142898,5.935221467,5.91900583,5.698357561,4.475048229,5.635591684,5.871610389,6.22381368,7.361737154,0
6.386072554,4.673960323,3.85665977,4.242546638,6.487401482,4.648456942,6.95647703,5.684469299,5.886071415,5.639122963,5.847689993,6.434959685,0.671091536,6.205339016,4.155865526,2.323997869,4.502236414,6.741932271,6.97420388,4.061130082,5.071361258,4.533722679,5.907604304,3.982074664,6.872500213,5.064262626,6.555720154,6.754069526,5.659356152,4.92706909,1.321753044,6.883344785,-0.056725217,5.331176926,5.924129647,4.908495583,5.907415557,6.688953513,3.021311635,5.554149094,5.470462076,5.120074804,6.748610447,5.386352376,4.552573026,4.863126934,6.471267159,6.077958845,6.169148642,7.042322449,6.506583574,6.012550276,6.57236761,4.636590758,5.853897829,5.486560833,5.788153025,5.53204471,4.759322116,5.344093452,4.712819309,5.837821598,6.4205357,6.013377838,7.443742909,0
5.509657743,3.152579903,3.497205415,4.438845577,5.384736475,3.129151811,5.816506672,4.88015974,6.22897832,3.826123239,4.974164119,5.913153764,0.063244025,5.383993613,3.053631013,2.094105287,3.931035374,5.526784802,6.328701971,3.160401219,4.594122267,3.026148614,3.162942905,4.184039327,5.177887876,4.962902294,4.66433277,6.554681156,4.53904908,3.765751676,1.126208197,5.319871733,3.782687149,4.099471359,4.549415557,4.155179437,5.097905584,5.658335321,1.394472359,4.900834062,3.549427762,4.71096117,4.776132639,3.466581683,4.24725068,3.746185777,5.318949225,5.571609311,5.390307523,5.632516244,5.774850453,5.9905125,5.06596507,4.050284076,3.96615983,4.16439281,5.245979735,4.422071521,4.335189662,4.613793874,3.682136762,3.98947628,4.981478029,4.671281025,6.049833945,1
6.49813853,3.949064068,2.774192393,4.452131452,6.526564736,3.471040438,6.091533113,4.80476508,4.712495859,4.723669769,5.48826447,5.937161992,1.278939047,5.511012375,4.228588599,3.431288246,5.020277703,5.852160645,6.5280007,4.271613859,5.351002911,3.938659718,3.079179002,3.353470554,6.255585857,4.606055974,5.036996608,7.485266201,5.067174613,4.912989801,-0.088627352,7.165727614,5.366317784,5.022380411,4.734063032,4.337929886,6.395382526,6.047574045,1.554256979,4.970413779,4.242913731,4.447807476,4.788193394,2.644357148,4.506415377,3.868221546,5.672989381,5.66352709,5.742268415,5.729910688,5.963227435,6.498224979,6.224205691,4.791840562,3.80741439,3.051117792,6.098653525,5.493416331,4.592288487,4.430930676,4.264369031,6.144080658,5.7076471,4.883091757,6.895861432,1
6.769432783,5.057467595,4.331173735,5.181475591,6.462511897,5.553262526,5.517137867,6.462892008,5.748384509,5.378894937,5.598793896,6.53858649,1.474622238,6.405112437,4.582266455,1.291219869,5.038227157,6.512569284,6.642516073,5.454017379,4.850758482,4.541345184,5.555769765,4.443812101,6.308754197,5.940843648,6.654546243,7.297066882,6.037681958,4.234207109,-0.088627352,7.180826291,6.239558705,5.588169546,6.011977326,5.004587539,4.842456638,6.886766941,3.171919322,6.082790647,5.028866963,5.512540574,8.188896016,4.97547142,5.035308663,4.921849245,6.203809252,6.582376157,6.235661897,6.616201595,6.7465851,6.534816228,6.689758313,4.743811232,4.829015503,4.730578578,6.405381061,6.732665988,5.119088553,5.139273044,4.779837904,5.676466514,6.068754312,6.182520167,7.024350677,2
6.32285763,4.376917456,4.137287472,3.995824927,5.832991302,4.99401167,5.431192737,5.720683502,6.247745192,5.340026484,5.862298328,6.308201533,0.671091536,5.765874666,4.133281413,1.646502327,4.559927552,5.97642545,6.412627912,4.478287756,5.030423707,4.392890779,4.147284574,3.719874236,5.815829864,5.622708768,6.135781659,7.107027549,5.571819857,4.283934282,2.28448744,6.655357345,6.110309971,5.185909854,5.505229498,4.81762917,6.592689583,6.272771495,2.69293439,5.223141239,4.805049348,5.297818095,6.716453805,5.31605322,4.72780015,4.289235184,6.066016562,5.729678982,5.642041453,6.65932355,5.980005816,6.096120561,5.989314913,4.411764101,4.826770104,4.828084103,5.65570034,5.886599845,5.254996459,5.133368972,4.286287436,5.674078678,5.743486892,5.564191338,7.591181649,2
6.616707027,4.707233397,3.287965883,5.139376744,6.434174173,4.871295595,6.403196605,5.133587475,7.295611148,5.467533103,6.405436188,6.691260519,0.671091536,6.150139295,4.897637286,0.683860497,5.308559478,6.946982288,6.3303346,4.542657435,5.612864408,4.981534452,2.304731798,5.937171891,6.694152695,6.051638969,5.11498141,8.224224371,6.267408259,4.869347627,1.481524818,6.800768791,1.966544994,5.89323672,5.566971155,4.742535137,5.427913095,6.492940526,0.946790364,6.037890028,5.150584469,5.180435253,5.531148162,5.395068392,4.895687602,4.654953514,6.480985125,6.648297764,6.508656778,6.416112013,6.681146659,6.774498872,6.429379126,5.012868269,4.985850086,5.56839096,6.75238478,5.75703485,5.083518849,6.932361966,5.12254262,5.972470367,5.80247694,5.622785169,7.248916881,0
7.002821054,4.73380176,4.230521776,4.545005241,6.748179355,5.351640933,6.729486653,5.608431224,6.788018271,5.88825985,6.000562027,6.655510403,1.474622238,6.548803257,4.572595573,2.784978713,4.916585534,6.543876969,6.691567176,4.899162775,5.687025215,4.802175798,3.581696722,3.908696531,6.058886099,5.396263752,5.896519117,7.958965005,6.819274026,4.938632157,2.012692904,7.333645315,6.026600716,5.802794995,5.711042044,5.228648891,5.817948353,6.438718978,1.198911789,5.380038808,5.403590756,5.415096728,6.597232382,5.569840064,4.815150032,4.672626034,5.974670776,5.86638546,6.472613556,6.658012009,6.560204306,6.773543645,6.45779701,4.852045903,5.062318319,4.854224822,6.090751265,5.811328181,5.13472073,5.953369033,5.145785596,6.630216283,6.053925845,6.030211505,7.22750611,2
6.303882109,4.98287315,3.68073715,4.237752631,6.284691955,4.79186175,5.936818649,5.913909871,6.158391584,5.265081126,5.940791966,6.341965612,0.671091536,6.111188798,4.606657521,1.781574448,4.725086099,6.822547427,6.46235712,4.694532446,5.343023828,5.037274196,2.65091686,5.549729195,6.405357823,4.671905874,7.010188127,7.85997894,5.917096724,5.023959914,1.321753044,6.054906428,5.469201467,6.087107781,5.897066435,4.860230188,4.255817033,6.78527489,1.806378404,5.578747789,5.219395048,5.625620025,5.101694472,5.221750319,5.205263915,5.239518932,6.576134322,6.593411303,6.508555866,6.804523973,6.578155054,6.375542271,6.531672961,4.805240066,3.311959741,5.718575066,6.594291446,5.136301394,5.397321671,5.211738861,4.41849805,5.563404983,5.914645174,6.108365067,7.132808451,2
